0,10000000307,461,0,592,591,554,231,2022-03-01 06:11:45,2022-03-01 06:41:45,1.5
0,10000000636,481,0,369,440,681,434,2022-03-01 06:00:22,2022-03-01 06:30:22,1.5
0,10000000201,252,0,395,614,489,519,2022-03-01 06:50:45,2022-03-01 07:20:45,1.5
0,10000000567,119,0,364,463,526,371,2022-03-01 06:17:31,2022-03-01 06:47:31,1.5
0,10000000225,74,0,607,699,753,347,2022-03-01 06:31:14,2022-03-01 07:01:14,1.5
0,10000000252,167,0,445,656,754,450,2022-03-01 06:51:20,2022-03-01 07:21:20,1.5
0,10000000087,94,0,545,542,684,469,2022-03-01 06:25:48,2022-03-01 06:55:48,1.5
0,10000000430,89,0,560,618,555,396,2022-03-01 06:31:35,2022-03-01 07:01:35,1.5
0,10000000104,2,0,530,583,606,239,2022-03-01 06:50:22,2022-03-01 07:20:22,1.5
0,10000000100,366,0,528,607,679,445,2022-03-01 06:19:15,2022-03-01 06:49:15,1.5
0,10000000933,488,0,546,535,1704,964,2022-03-01 08:54:08,2022-03-01 09:24:08,1.5
0,10000000560,444,0,437,460,1383,841,2022-03-01 07:44:47,2022-03-01 08:14:47,1.5
0,10000000971,244,0,521,694,1307,743,2022-03-01 07:29:00,2022-03-01 07:59:00,1.5
0,10000000803,253,0,644,441,1367,940,2022-03-01 04:39:10,2022-03-01 05:09:10,1.5
0,10000000394,330,0,506,532,1778,749,2022-03-01 06:42:01,2022-03-01 07:12:01,1.5
0,10000000107,44,0,477,691,1382,922,2022-03-01 03:32:31,2022-03-01 04:02:31,1.5
0,10000000873,265,0,406,618,1770,733,2022-03-01 03:18:29,2022-03-01 03:48:29,1.5
0,10000000859,23,0,373,541,1326,965,2022-03-01 07:03:34,2022-03-01 07:33:34,1.5
0,10000000864,187,0,507,503,892,991,2022-03-01 17:09:00,2022-03-01 17:39:00,1.5
0,10000000282,311,0,395,649,1005,1002,2022-03-01 16:45:28,2022-03-01 17:15:28,1.5
0,10000000896,222,0,575,630,944,1048,2022-03-01 16:37:53,2022-03-01 17:07:53,1.5
0,10000000913,234,0,363,623,715,932,2022-03-01 16:18:17,2022-03-01 16:48:17,1.5
0,10000000304,342,0,486,640,782,900,2022-03-01 16:23:31,2022-03-01 16:53:31,1.5
0,10000000036,80,0,629,630,789,904,2022-03-01 17:23:10,2022-03-01 17:53:10,1.5
0,10000000801,373,0,609,530,603,563,2022-03-01 19:58:46,2022-03-01 20:28:46,1.5
0,10000000815,301,0,537,556,548,601,2022-03-01 19:13:23,2022-03-01 19:43:23,1.5
0,10000000802,60,0,465,503,584,436,2022-03-01 20:51:32,2022-03-01 21:21:32,1.5
0,10000000183,193,0,469,464,404,695,2022-03-01 19:17:35,2022-03-01 19:47:35,1.5
0,10000000321,198,0,768,969,1773,901,2022-03-01 06:23:05,2022-03-01 06:53:05,1.5
0,10000000002,114,0,702,1006,1617,909,2022-03-01 06:18:39,2022-03-01 06:48:39,1.5
0,10000000540,497,0,850,894,1773,673,2022-03-01 06:24:46,2022-03-01 06:54:46,1.5
0,10000000196,484,0,993,915,1778,818,2022-03-01 06:58:09,2022-03-01 07:28:09,1.5
